Year,Income Sample
1913,735.0812509435312
1913,1056.2456966181526
1913,574.7922310449303
1913,619.9676031897701
1913,510.2143102709365
1913,347.37686082808324
1913,773.4421161929262
1913,194.4240436255192
1913,492.7173269845557
1913,982.3053182546049
1913,517.1567910426766
1913,483.5793953759553
1913,442.65309322395376
1913,951.8729041898763
1913,417.82028298631576
1913,475.0532980970998
1913,519.0663339506766
1913,558.8865091672249
1913,927.8559768914494
1913,899.0535907570905
1913,323.0123359443823
1913,448.5892855480372
1913,704.4953704584165
1913,310.21530182751525
1913,769.764032020678
1913,329.37087085757145
1913,983.801242488663
1913,624.4352670758817
1913,657.3997466416105
1913,1665.5137514533326
1913,774.9347280670538
1913,280.39044235224816
1913,808.487363668367
1913,464.8009780183446
1913,344.088238982193
1913,383.66515259210496
1913,267.0338346601211
1913,932.2905636507523
1913,864.3196691944297
1913,1636.5534851844864
1913,236.6065894244737
1913,236.00172173136625
1913,321.0934793014892
1913,275.9438885297497
1913,443.9579060267477
1913,381.3395923836876
1913,953.9627685319023
1913,739.3449194616666
1913,778.4494468541009
1913,222.47624313198716
1913,760.8712030843236
1913,385.63995556996656
1913,406.9513374175704
1913,810.4543287920452
1913,346.7586832799535
1913,432.40547595262865
1913,327.6931292717386
1913,471.1467181240495
1913,736.2474521297086
1913,671.987665979708
1913,534.3229799294746
1913,424.22943089324315
1913,347.7927363772175
1913,658.3221208368344
1913,249.0164641494
1913,419.5206814241666
1913,345.45495330229903
1913,553.8218039427965
1913,357.0118986097813
1913,582.2757189216514
1913,485.8245494876549
1913,111.66468030715305
1913,1152.3605932719752
1913,155.50134803535164
1913,759.42361076619
1913,702.8516638248892
1913,518.033864550808
1913,373.0884398983368
1913,998.0026488440293
1913,465.91524850182
1913,519.449654830402
1913,797.7068237239199
1913,546.1578663057904
1913,551.1589831019262
1913,381.98718403856674
1913,974.3256143519163
1913,551.8869969177634
1913,251.62497210772403
1913,526.9423998177031
1913,133.29585220743078
1913,903.3602189932027
1913,392.9054270788695
1913,547.901544066376
1913,434.53198377921524
1913,350.23542953952847
1913,989.1855052757417
1913,1154.442624199936
1913,434.56419441801825
1913,1507.3055452333472
1913,1264.624924961829
1913,508.1840829949132
1913,1055.3843570083015
1913,301.24162253731834
1913,456.5363846577638
1913,482.6041910676799
1913,572.1288739631249
1913,714.839653162736
1913,333.5472266935585
1913,543.9020977619056
1913,1011.2657178971406
1913,768.2912078834435
1913,594.698091300635
1913,830.1184617699159
1913,556.6440704293435
1913,259.4919414588945
1913,494.54172157678653
1913,309.756057272518
1913,1539.9112120827072
1913,385.10030662611723
1913,744.1463566332137
1913,460.65270286147273
1913,597.4906182789352
